frame,marker,x,y,z
2,LWristIn,-792.9149435318185,720.9438147123361,4077.696132621415
2,RWristIn,-792.9150697991054,720.9441630047172,4077.6960330187685
2,LHandOut,-792.9150897647022,720.9442085420558,4077.696029208967
2,RHandOut,-792.9149331444015,720.9437837036877,4077.696143751365
2,LThighFront,-792.9150870008474,720.9439586028151,4077.6963356256338
2,RThighFront,-792.9151135436891,720.9440032569482,4077.6963505310678
2,LKneeOut,-792.9151003530982,720.9439534169516,4077.6963778096115
2,RKneeOut,-792.9151260709863,720.9440181612028,4077.6963653050275
2,LShin,-792.9151363381218,720.9439716808834,4077.696451037765
2,RShin,-792.9151420680288,720.9440067349117,4077.6964223778527
2,LAnkleOut,-792.9151491712695,720.9439681083129,4077.6964897953094
2,RAnkleOut,-792.9151679183705,720.9440112530003,4077.6964857599646
2,LToeOut,-792.9151489942766,720.9439595474747,4077.696500057325
2,RToeOut,-792.9151653237392,720.9440023408457,4077.6964900069593
2,LToeIn,-792.9151537546626,720.9439714598639,4077.696497833846
3,HeadTop,-792.914966945569,720.943982538894,4077.6959845579186
3,HeadFront,-792.9149701277672,720.943974109409,4077.6960036588544
3,HeadSide,-792.9149857803742,720.9440071294322,4077.6960040647878
3,BackTop,-792.9150028273801,720.9439648730912,4077.696102727075
3,Chest,-792.9150173944087,720.9439773653882,4077.6961260014864
3,BackLeft,-792.9150818628385,720.9441953896946,4077.6960245985074
3,BackRight,-792.9150705714666,720.9440329535777,4077.69619840703
3,WaistLFront,-792.9150405078462,720.9439423153539,4077.696231795159
3,WaistRFront,-792.9150728492251,720.9440217428169,4077.6962185687303
3,WaistLBack,-792.9150326040509,720.9439253384911,4077.6962319695194
3,WaistRBack,-792.9151238581463,720.9440223325576,4077.696354158825
3,LShoulderBack,-792.9149712254449,720.9439754363049,4077.6960049291756
3,RShoulderBack,4864056.955594187,2284531.0151385805,1824839.3204340776
3,LShoulderTop,-792.9149784103157,720.9439408037634,4077.6960676381764
3,RShoulderTop,-792.9150114902956,720.944027374985,4077.6960474157586
3,LElbowOut,-792.9149565356175,720.94387368018,4077.696093393275
3,RElbowOut,-792.9150395269138,720.9440946386561,4077.6960379282277
3,LUArmHigh,-792.9149794518227,720.9439041105599,4077.6961164877935
3,RUArmHigh,-792.9150401780726,720.9440602610845,4077.6960828477295
3,LWristOut,-792.915081518291,720.9441853318001,4077.69603631421
3,RWristOut,-792.9150161286979,720.9439871920339,4077.6961102795476
3,LWristIn,-792.9149435545478,720.9438148153469,4077.696132552937
3,RWristIn,-792.9150696244744,720.9441628659149,4077.6960327260385
3,LHandOut,-792.9150897302947,720.9442081790683,4077.696029573033
3,RHandOut,-792.9149332104638,720.9437837636178,4077.6961438528433
3,LThighFront,-792.9150870264195,720.9439586112647,4077.69633568337
3,RThighFront,-792.9151135904642,720.9440033004088,4077.6963506015286
3,LKneeOut,-792.9151003940794,720.9439535768374,4077.696377718555
3,RKneeOut,-792.9151261877305,720.9440183117848,4077.6963654280385
3,LShin,-792.9151363193452,720.9439714575462,4077.696451267703
3,RShin,-792.9151418571198,720.9440063110649,4077.696422346082
3,LAnkleOut,-792.9151492673466,720.943968428948,4077.696489649848
3,RAnkleOut,-792.9151678977324,720.944010872901,4077.6964861815336
3,LToeOut,-792.915146997299,720.943955606208,4077.6964996658503
3,RToeOut,-792.9151653325615,720.9440021412256,4077.69649028086
3,LToeIn,-792.9151534774903,720.9439711259525,4077.6964975122974
4,HeadTop,-792.9149672625921,720.9439830922898,4077.6959847110857
4,HeadFront,-792.9149702538549,720.9439742529892,4077.6960038158727
4,HeadSide,-792.9149857507339,720.9440069457997,4077.696004216129
4,BackTop,-792.9150028970248,720.94396499986,4077.696102754185
4,Chest,-792.9150173991305,720.9439773601352,4077.696126020708
4,BackLeft,-792.9150801520813,720.944191038424,4077.69602548971
4,BackRight,-792.9150705971196,720.9440329639378,4077.6961984626078
4,WaistLFront,-792.9150405442881,720.9439423385081,4077.6962318635233
4,WaistRFront,-792.9150727078338,720.9440218013134,4077.696218117321
4,WaistLBack,-792.9150326857489,720.9439254552776,4077.6962320413763
4,WaistRBack,-792.9151238012957,720.9440223423763,4077.6963539945996
4,LShoulderBack,-792.9149712254648,720.9439753569199,4077.696005028927
4,RShoulderBack,4865320.59180781,2285124.511931403,1825312.0069370118
4,LShoulderTop,-792.9149784152384,720.943940828684,4077.696067620055
4,RShoulderTop,-792.9150115827742,720.944027510653,4077.69604749275
4,LElbowOut,-792.9149566574877,720.9438737487134,4077.6960936332193
4,RElbowOut,-792.91503972606,720.9440946287494,4077.696038473373
4,LUArmHigh,-792.9149794937886,720.9439042423757,4077.6961164345707
4,RUArmHigh,-792.9150402237982,720.9440601190049,4077.696083148455
4,LWristOut,-792.9150800806416,720.9441817963534,4077.6960369107487
4,RWristOut,-792.9149396349593,720.9438059672798,4077.696133173411
4,LWristIn,-792.9149435094886,720.9438149146242,4077.6961323078467
4,RWristIn,-792.9150683037718,720.9441590530528,4077.6960339836314
4,LHandOut,-792.9150877111807,720.9442031496851,4077.69603049168
4,RHandOut,-792.9149330954289,720.9437837604893,4077.6961435491216
4,LThighFront,-792.9150870510194,720.9439585920866,4077.696335773168
4,RThighFront,-792.9151130747446,720.9440025990905,4077.6963501033656
4,LKneeOut,-792.9151003211658,720.9439535317333,4077.6963775803133
4,RKneeOut,-792.9151262090286,720.944018236793,4077.696365579031
4,LShin,-792.9151364642714,720.9439716091987,4077.696451464636
4,RShin,-792.9151418754618,720.9440062346458,4077.696422490937
4,LAnkleOut,-792.9151489336524,720.9439681669318,4077.6964890871695
4,RAnkleOut,-792.9151679415096,720.9440107993045,4077.6964863907515
4,LToeOut,-792.9151474780306,720.9439558161458,4077.696500686521
4,RToeOut,-792.9151656479906,720.9440021037842,4077.69649117025
4,LToeIn,-792.9151538503662,720.9439711405521,4077.6964984898445
5,HeadTop,-792.9149669599313,720.943982383289,4077.6959847917847
5,HeadFront,-792.9149702800357,720.9439742129197,4077.6960039362407
5,HeadSide,-792.9149858031285,720.9440070145973,4077.6960042698956
5,BackTop,-792.915002851596,720.9439649334556,4077.696102716054
5,Chest,-792.9150173846551,720.9439773553885,4077.6961259879563
5,BackLeft,-792.9150798458603,720.9441906556887,4077.6960251514965
5,BackRight,-792.9150705920464,720.9440329478813,4077.6961984692007
5,WaistLFront,-792.9150405574007,720.9439423720646,4077.6962318564674
5,WaistRFront,-792.9150729079662,720.9440218341767,4077.696218611089
5,WaistLBack,-792.9150326609918,720.9439253518125,4077.696232105025
5,WaistRBack,-4066411.281278746,-1908261.9791733047,-1516712.5008768071
5,LShoulderBack,-792.9149712012226,720.9439753870425,4077.6960049262384
5,RShoulderBack,4885328.876363281,2294515.635741915,1832797.5438902662
5,LShoulderTop,-792.9149784051777,720.9439408247777,4077.696067598049
5,RShoulderTop,-792.9150115024553,720.944027482061,4077.6960473138106
5,LElbowOut,-792.9149566300715,720.9438734693088,4077.6960939106034
5,RElbowOut,-792.9150396023633,720.9440946289988,4077.696038142181
5,LUArmHigh,-792.9149793199138,720.9439039836976,4077.6961162942494
5,RUArmHigh,-792.9150402127498,720.9440601621269,4077.6960830647504
5,LWristOut,-792.9150798947916,720.9441818361877,4077.6960363635867
5,RWristOut,-792.9149397155198,720.9438058763548,4077.696133502963
5,LWristIn,-792.9149434693583,720.9438146109069,4077.6961325816515
5,RWristIn,-792.9150696398387,720.9441628749856,4077.69603275574
5,LHandOut,-792.9150874293986,720.944203031258,4077.6960298867607
5,RHandOut,-792.9149331301992,720.9437837886137,4077.696143606822
5,LThighFront,-792.9150869314672,720.9439586705006,4077.6963353553147
5,RThighFront,-792.9151134079649,720.9440034541834,4077.696349920944
5,LKneeOut,-792.9150999630483,720.9439534834692,4077.6963766839963
5,RKneeOut,-792.9151257176184,720.9440180069147,4077.696364554424
5,LShin,-792.9151362628374,720.943971627891,4077.6964509031263
5,RShin,-792.9151415514898,720.9440065802953,4077.6964211919085
5,LAnkleOut,-792.91514932158,720.9439681765391,4077.6964901112083
5,RAnkleOut,-792.9151672897037,720.9440101180494,4077.696485504283
5,LToeOut,-792.9151489744858,720.9439594640477,4077.6965001090784
5,RToeOut,-792.91516531924,720.9440025441602,4077.6964897399716
5,LToeIn,-792.9151536680353,720.9439714662936,4077.6964975944243
6,HeadTop,-792.9149669902599,720.9439824565262,4077.6959847809467
6,HeadFront,-792.9149702849712,720.943974210867,4077.696003952023
6,HeadSide,-792.9149858862384,720.944007173831,4077.69600429225
6,BackTop,-792.9150028250866,720.9439648549828,4077.6961027436755
6,Chest,-792.9150180717111,720.9439774251233,4077.6961277377727
6,BackLeft,-792.9150798398139,720.9441907907852,4077.6960249655763
6,BackRight,-792.915070568684,720.944032942363,4077.6961984136683
6,WaistLFront,-792.9150406765433,720.9439425277737,4077.6962319795734
6,WaistRFront,-792.9150729266034,720.9440218253974,4077.696218671932
6,WaistLBack,-792.9150328301968,720.9439275212716,4077.696229835023
6,WaistRBack,-4069261.96765942,-1909599.9772274483,-1517779.4138933336
6,LShoulderBack,-792.9149711594946,720.9439753399259,4077.696004873772
6,RShoulderBack,4881045.465557587,2292505.1029514065,1831195.1871325683
6,LShoulderTop,-792.9149784325357,720.9439408888983,4077.6960675907226
6,RShoulderTop,-792.9150115560805,720.9440277104064,4077.696047170479
6,LElbowOut,-792.9149563744544,720.9438733780141,4077.6960933414935
6,RElbowOut,-792.9150395035583,720.9440944745503,4077.696038071892
6,LUArmHigh,-792.9149792613291,720.9439039094551,4077.696116230758
6,RUArmHigh,-792.9150402042857,720.9440602609513,4077.696082918005
6,LWristOut,-792.91508018423,720.9441823320294,4077.6960365148007
6,RWristOut,-792.9149397681382,720.943806002968,4077.696133484807
6,LWristIn,-792.9149435287678,720.9438148167171,4077.69613248227
6,RWristIn,-792.9150697631983,720.9441630526392,4077.696032862514
6,LHandOut,-792.9150875165896,720.9442030611618,4077.696030082409
6,RHandOut,-792.914934063006,720.9437847265374,4077.6961449246387
6,LThighFront,-792.9150869020856,720.9439588315186,4077.6963350747947
6,RThighFront,-792.9151129993435,720.9440029155342,4077.6963495048694
6,LKneeOut,-792.9151000348968,720.9439536156831,4077.6963767101247
6,RKneeOut,-792.9151257990894,720.9440179180987,4077.696364883539
6,LShin,-792.9151357822501,720.9439703107249,4077.6964512712834
6,RShin,-792.9151418608911,720.9440066411062,4077.696421942169
6,LAnkleOut,-792.915148982091,720.9439679558095,4077.6964894812813
6,RAnkleOut,-792.9151676104319,720.9440104407898,4077.69648595613
6,LToeOut,-792.915148826774,720.9439592963627,4077.6964999248394
6,RToeOut,-792.9151653723676,720.944002668911,4077.696489725416
6,LToeIn,-792.9151535082807,720.9439710574682,4077.6964976804065
7,HeadTop,-792.9149670166706,720.9439824747335,4077.695984828743
7,HeadFront,-792.91497031971,720.9439742269799,4077.696004024728
7,HeadSide,-792.9149859540198,720.9440072324506,4077.696004399965
7,BackTop,-792.9150028533548,720.9439648919121,4077.696102772915
7,Chest,-792.9150173733719,720.9439773085493,4077.6961260165854
7,BackLeft,-792.9150796041974,720.9441903993153,4077.6960248271976
7,BackRight,-792.9150706002681,720.9440329219154,4077.6961985237763
7,WaistLFront,-792.9150405449515,720.9439424705818,4077.6962316995578
7,WaistRFront,-792.9150728399859,720.9440218147956,4077.6962184536833
7,WaistLBack,-792.9150326618869,720.9439254101281,4077.6962320342413
7,WaistRBack,-4060851.0759120956,-1905651.3433456167,-1514632.2159281708
7,LShoulderBack,-792.9149710757005,720.943975246547,4077.6960047668613
7,RShoulderBack,4883319.12591258,2293572.413162937,1832045.5276326172
7,LShoulderTop,-792.914978425591,720.9439408764706,4077.69606758775
7,RShoulderTop,-792.9150115268885,720.9440276573387,4077.696047159039
7,LElbowOut,-792.9149565001931,720.9438735046467,4077.6960935188577
7,RElbowOut,-792.9150395010472,720.9440946459989,4077.696037849813
7,LUArmHigh,-792.9149791996031,720.9439037857437,4077.69611622096
7,RUArmHigh,-792.9150401413841,720.9440603048686,4077.6960826946183
7,LWristOut,-792.9150814344231,720.9441854479926,4077.696035943892
7,RWristOut,-792.9149398324234,720.9438059793866,4077.696133686325
7,LWristIn,-792.9149436614582,720.9438148186315,4077.6961328347397
7,RWristIn,-792.9150699587072,720.944163598063,4077.6960327002257
7,LHandOut,-792.9150875740696,720.944203491556,4077.696029695369
7,RHandOut,-792.9149342363062,720.9437848223668,4077.696145267865
7,LThighFront,-792.9150869655504,720.9439586845441,4077.6963354287773
7,RThighFront,-792.9151135566391,720.9440035835074,4077.6963501559626
7,LKneeOut,-792.9151000595388,720.9439536235885,4077.6963767660495
7,RKneeOut,-792.9151260281864,720.9440181889298,4077.6963651558826
7,LShin,-792.9151363182056,720.9439716625551,4077.6964510075513
7,RShin,-792.9151418504624,720.9440067932088,4077.696421723519
7,LAnkleOut,-792.915149292634,720.9439680004771,4077.6964902546747
7,RAnkleOut,-792.915167465912,720.9440101264383,4077.696485964379
7,LToeOut,-792.9151473781023,720.9439558264273,4077.6965004067474
7,RToeOut,-792.9151652371607,720.9440023251074,4077.696489795465
7,LToeIn,-792.9151536002848,720.9439713197937,4077.6964975971837
8,HeadTop,-792.9149670873232,720.9439825768889,4077.6959848894753
8,HeadFront,-792.9149704501688,720.9439743810874,4077.6960041802195
8,HeadSide,-792.9149861192635,720.9440073802929,4077.696004656366
8,BackTop,-792.9150028211027,720.9439649393348,4077.6961026271188
8,Chest,-792.9150179475247,720.9439772055058,4077.696127681378
8,BackLeft,-792.9150796145753,720.9441904692079,4077.696024767139
8,BackRight,-792.9150706097108,720.9440329204959,4077.6961985508033
8,WaistLFront,-792.9150406180232,720.9439427350437,4077.6962315630285
8,WaistRFront,-792.9150728131983,720.9440218755934,4077.6962183057585
8,WaistLBack,-792.9150328288329,720.9439276765443,4077.6962296365323
8,WaistRBack,-4066018.62709728,-1908077.8819620386,-1516565.5130214323
8,LShoulderBack,-792.9149710456929,720.9439751666054,4077.696004786976
8,RShoulderBack,4879617.002099735,2291834.1420026487,1830660.86583496
8,LShoulderTop,-792.9149782134043,720.9439415368864,4077.6960661909993
8,RShoulderTop,-792.9150115158532,720.9440276871801,4077.696047092043
8,LElbowOut,-792.9149565386548,720.9438735942364,4077.696093509277
8,RElbowOut,-792.9150385570837,720.9440923195492,4077.696038247091
8,LUArmHigh,-792.9149792247558,720.9439037763736,4077.696116299992
8,RUArmHigh,-792.9150401181317,720.9440603403541,4077.696082587864
8,LWristOut,-792.9150813768752,720.9441853223243,4077.6960359478544
8,RWristOut,-792.9149397693059,720.94380599211,4077.696133501555
8,LWristIn,-792.9149436261392,720.9438147107134,4077.6961328757066
8,RWristIn,-792.9150696185634,720.9441630223098,4077.6960325137384
8,LHandOut,-792.9150896366662,720.9442086182394,4077.6960287707643
8,RHandOut,-792.9149342503856,720.9437850047443,4077.696145076681
8,LThighFront,-792.9150869293244,720.9439588478044,4077.696335127154
8,RThighFront,-792.9151131741218,720.9440038055844,4077.696348855214
8,LKneeOut,-792.9151001686171,720.9439537674383,4077.6963768770574
8,RKneeOut,-792.9151252770747,720.9440182614493,4077.696363057973
8,LShin,-792.9151356972146,720.9439705397051,4077.696450756968
8,RShin,-792.9151411652845,720.9440063722216,4077.696420421191
8,LAnkleOut,-792.9151493023135,720.9439679626801,4077.6964903279227
8,RAnkleOut,-792.9151669457721,720.9440087583199,4077.696486290963
8,LToeOut,-792.9151469299774,720.9439556137316,4077.6964994766176
8,RToeOut,-792.9151647750358,720.9440025635193,4077.696488262245
8,LToeIn,-792.9151531237651,720.943971437382,4077.696496177069
9,HeadTop,-792.914967324255,720.9439831811404,4077.6959847644753
9,HeadFront,-792.9149703842588,720.9439743173162,4077.6960040839713
9,HeadSide,-792.9149861090347,720.9440074142997,4077.696004586288
9,BackTop,-792.9150028300692,720.9439648854916,4077.6961027186985
9,Chest,-792.9150173551928,720.9439772658569,4077.696126021566
9,BackLeft,-792.9150794787626,720.9441904933054,4077.696024373573
9,BackRight,-792.9150706079589,720.9440329597522,4077.6961984968407
9,WaistLFront,-792.9150406034007,720.9439427904173,4077.6962314544503
9,WaistRFront,-792.9150729258791,720.9440220608063,4077.696218374512
9,WaistLBack,-792.9150327514595,720.9439276610286,4077.696229449156
9,WaistRBack,-4064126.6369310953,-1907190.7222528844,-1515857.5056426765
9,LShoulderBack,-792.9149710896985,720.943975159228,4077.6960049139743
9,RShoulderBack,4882770.284670209,2293314.576839798,1831840.6500432943
9,LShoulderTop,-792.9149782809216,720.9439415446394,4077.696066361866
9,RShoulderTop,-792.9150115972014,720.9440277522257,4077.6960472279548
9,LElbowOut,-792.9149565322888,720.9438735618882,4077.6960935328543
9,RElbowOut,-792.9150394674433,720.9440944111886,4077.696038054877
9,LUArmHigh,-792.9149792345951,720.9439037771567,4077.6961163253236
9,RUArmHigh,-792.9150403134006,720.9440606331243,4077.696082742446
9,LWristOut,-792.9150813984044,720.9441853059037,4077.696036026072
9,RWristOut,-792.9149409439015,720.9438062345113,4077.6961363387495
9,LWristIn,-792.9149436039685,720.9438146772345,4077.6961328584243
9,RWristIn,-792.915069529254,720.944162925128,4077.696032396942
9,LHandOut,-792.915089693304,720.944208466696,4077.6960291126793
9,RHandOut,-792.9149330849416,720.943783809796,4077.6961434592076
9,LThighFront,-792.9150870753215,720.9439591108573,4077.6963351872905
9,RThighFront,-792.915113400098,720.944003938352,4077.6963492924724
9,LKneeOut,-792.9151001559937,720.9439537786727,4077.696376829237
9,RKneeOut,-792.9151255415923,720.9440184802132,4077.696363490285
9,LShin,-792.9151365072698,720.9439720386018,4077.6964510409657
9,RShin,-792.9151415781032,720.9440068685219,4077.6964209014654
9,LAnkleOut,-792.9151494200484,720.9439680397024,4077.696490545787
9,RAnkleOut,-792.915167152637,720.9440098653508,4077.696485455118
9,LToeOut,-792.9151490043789,720.9439597695807,4077.696499805807
9,RToeOut,-792.9151650416076,720.944002658143,4077.6964888555344
9,LToeIn,-792.9151535621332,720.9439716961413,4077.69649702337
10,HeadTop,-792.9149672295847,720.9439831294637,4077.695984576081
10,HeadFront,-792.914970383568,720.9439742996003,4077.696004104372
10,HeadSide,-792.914986120818,720.9440073215013,4077.696004734366
10,BackTop,-792.9150028596722,720.9439649247148,4077.696102748628
10,Chest,-792.9150173529061,720.9439772046292,4077.696126092317
10,BackLeft,-792.9150814325621,720.9441949275036,4077.696024028298
10,BackRight,-792.9150706024977,720.9440329210648,4077.696198530805
10,WaistLFront,-792.9150406287238,720.9439427827047,4077.696231531825
10,WaistRFront,-792.9150725425362,720.9440217604445,4077.696217726726
10,WaistLBack,-792.9150328214555,720.9439277480726,4077.696229527052
10,WaistRBack,-4067228.719925362,-1908646.526669288,-1517019.0510298084
10,LShoulderBack,-792.9149710746244,720.9439751301339,4077.696004910184
10,RShoulderBack,4886199.471560636,2294924.527672374,1833123.6922533547
10,LShoulderTop,-792.914978251282,720.9439414766393,4077.6960663679606
10,RShoulderTop,-792.9150116001905,720.9440277185915,4077.6960472781907
10,LElbowOut,-792.9149569364926,720.9438738489366,4077.6960942536766
10,RElbowOut,-792.915039437306,720.9440944486686,4077.6960379271823
10,LUArmHigh,-792.9149793289217,720.9439038484875,4077.69611648806
10,RUArmHigh,-792.9150402221452,720.9440604626925,4077.696082712415
10,LWristOut,-792.9150812804895,720.9441851185102,4077.696035946117
10,RWristOut,-792.9149408988977,720.9438060971972,4077.696136390699
10,LWristIn,-792.9149432324804,720.943814231908,4077.696132423736
10,RWristIn,-792.91506975716,720.9441636039917,4077.6960321536626
10,LHandOut,-792.9150873827617,720.9442031616074,4077.6960295982303
10,RHandOut,-792.9149340622071,720.9437848612491,4077.696144753473
10,LThighFront,-792.9150870600507,720.9439589559812,4077.6963353407814
10,RThighFront,-792.9151135282982,720.9440037832032,4077.69634982969
10,LKneeOut,-792.9151003564058,720.9439543273942,4077.696376676424
10,RKneeOut,-792.9151255600316,720.9440181655923,4077.6963639342825
10,LShin,-792.9151364894309,720.9439719394587,4077.696451117653
10,RShin,-792.9151415210939,720.9440064514515,4077.6964212723246
10,LAnkleOut,-792.9151493329434,720.9439679031484,4077.69649048438
10,RAnkleOut,-792.9151671914726,720.944010093307,4077.696485272957
10,LToeOut,-792.9151491482983,720.9439596758558,4077.6965003076994
10,RToeOut,-792.9151651754499,720.9440026324903,4077.6964892451683
10,LToeIn,-792.9151535325142,720.943971326127,4077.696497408244
11,HeadTop,-792.9149670901558,720.9439825811986,4077.695984891641
11,HeadFront,-792.914970433528,720.9439743170346,4077.696004216141
11,HeadSide,-792.9149861204,720.9440073322166,4077.6960047197895
11,BackTop,-792.9150062095846,720.9439729912087,4077.6961015806028
11,Chest,-792.9150180983125,720.9439771887965,4077.6961281055987
11,BackLeft,-792.9150816119164,720.9441952219057,4077.6960241381394
11,BackRight,-792.9150705819808,720.9440329120027,4077.6961984873287
11,WaistLFront,-792.9150406878796,720.9439428432994,4077.6962316139266
11,WaistRFront,-792.9150725673983,720.9440218969286,4077.6962176218753
11,WaistLBack,-792.9150329324549,720.9439278632069,4077.6962296793145
11,WaistRBack,-4071051.361762262,-1910442.0500306156,-1518448.9652696855
11,LShoulderBack,-792.9149710681277,720.9439750838028,4077.696004950989
11,RShoulderBack,4871113.524652021,2287842.486401346,1827479.8075848944
11,LShoulderTop,-792.9149781995397,720.9439415454357,4077.6960661431795
11,RShoulderTop,-792.9150115373751,720.9440277032768,4077.6960471293974
11,LElbowOut,-792.9149569107021,720.943873917724,4077.6960940983513
